SIDE,HORIZON_W,STRENGTH_DIRECTION,REVERSAL_DECILE,N,TICKERS,REVERSAL_1W_MEAN,REVERSAL_2W_MEAN,REVERSAL_3W_MEAN,MFE_PCT_MEAN,MFE_PCT_MEDIAN,MAE_PCT_MEAN,MAE_PCT_MEDIAN,SPEED_PCT_PER_WEEK_MEAN,SPEED_PCT_PER_WEEK_MEDIAN,FINAL_DIRECTIONAL_RETURN_PCT_MEAN,FINAL_DIRECTIONAL_RETURN_PCT_MEDIAN,FAVORABLE_WEEKS_MEAN,FAVORABLE_WEEKS_MEDIAN,ADVERSE_WEEKS_MEAN,ADVERSE_WEEKS_MEDIAN,PATH_EFFICIENCY_MEAN,PATH_EFFICIENCY_MEDIAN,HAS_FAVORABLE_MOVE_MEAN,HAS_FAVORABLE_MOVE_MEDIAN
SELL,5,BEAR,2,1882,198,0.01763788143841293,0.024651945442984942,0.08694483749338065,5.027468803832163,2.9597497453602184,7.656580891427207,5.127567827964485,1.8772075818556395,1.1400186461379715,-2.607748585909774,-1.4971365155560967,2.2662061636556854,2.0,2.7236981934112645,3.0,0.4485860525866595,0.3982070329765992,0.7045696068012752,1.0
SELL,5,BEAR,3,1882,198,0.019251717097222745,0.03940007174820958,0.11260449712784115,4.8194783350697294,2.775181841148833,7.520513590707798,5.321569988843333,1.7922652119597111,1.0381960015562997,-2.7740713797874332,-2.0495876130873665,2.2869287991498406,2.0,2.7008501594048884,3.0,0.46536267796878034,0.43679526442739525,0.6944739638682252,1.0
SELL,5,BEAR,4,1883,198,0.022042450659044647,0.06352553059811925,0.14445639808441926,4.796019583182911,2.7216008697225624,7.421930079833526,4.839308740325365,1.8217377907733714,1.0596402891122625,-2.654803238584051,-1.7029357651156871,2.274030801911843,2.0,2.7137546468401488,3.0,0.46136687125603837,0.4178127482518059,0.6988847583643123,1.0
SELL,5,BEAR,5,1882,198,0.026209744235444494,0.09875731070232331,0.1861754395184761,5.052685964498869,3.0685478131421915,7.451383562944892,4.851696658807003,1.8115219230380013,1.1337181396448626,-2.152090784270483,-1.2331695817980326,2.310308182784272,2.0,2.6811902231668436,3.0,0.47692093462117413,0.43849776165965326,0.7125398512221042,1.0
SELL,5,BEAR,6,1882,198,0.03417207879790859,0.14572226508160668,0.24603022490109502,4.940006257715023,2.8370306624870945,7.29718007159694,5.187356107807073,1.8277212067283843,1.0873229899468861,-2.2677401270216864,-1.8791363366473801,2.24548352816153,2.0,2.7433581296493093,3.0,0.4785520946489728,0.45396135789476333,0.6928799149840595,1.0
SELL,5,BEAR,7,1883,198,0.05119533627866906,0.21416310207538494,0.3337562092086935,4.966798883212536,3.0174107355319117,6.809547425924688,4.42976069402603,1.774712429446526,1.1054022101183003,-1.6572842582122564,-0.9572917410704872,2.3441317047265002,2.0,2.6441848114710567,3.0,0.4547489185065076,0.4110038714902249,0.7254381306425917,1.0
SELL,5,BEAR,8,1882,197,0.09351198126432936,0.3144377653519413,0.4513069484469282,5.049994357288148,3.1411749556188138,6.7802813381099325,4.494193095047471,1.8487548052389113,1.1086785580093506,-1.811455593697969,-1.023054368106291,2.312964930924548,2.0,2.6758767268862913,3.0,0.4582451670480296,0.42960957912133235,0.7247608926673751,1.0
SELL,5,BEAR,9,1882,197,0.2184356282586078,0.47998272980108164,0.5959283901599894,4.9892266751805385,2.9993272743509825,6.5092902225302165,4.396006922116291,1.7741187875491675,1.1448208959275374,-1.5635800403555575,-1.1770167793150432,2.2784272051009564,2.0,2.7130712008501594,3.0,0.464957895579631,0.43886038418379614,0.7093517534537725,1.0
SELL,5,BEAR,10,1883,197,0.6000790999852732,0.7110699613069125,0.7650817230146175,4.570069532437064,2.770023466659488,6.103064727072613,4.146171268921695,1.6579129722358696,1.036782000603098,-1.487234605912822,-1.1436165676310228,2.2989909718534256,2.0,2.6935740839086564,3.0,0.4705339962681221,0.444140989814144,0.6914498141263941,1.0
SELL,5,BULL,1,2257,191,0.004772985730129525,0.034931161198356084,0.05298463514231862,4.405573332367342,2.656582168337529,6.976112227145029,4.410993192104296,1.5385411913762153,0.9825542409913024,-2.5021148188007554,-1.5611607253742,2.2565352237483385,2.0,2.7346034559149315,3.0,0.47304487327832906,0.4476535812382894,0.7044749667700487,1.0
SELL,5,BULL,2,2257,197,0.009373174181848364,0.04368852491273954,0.07252520868886228,5.092947170976072,3.248619670447761,5.857835387950663,3.646892238911392,1.6850421770051693,1.2043705688651234,-0.6689289487453953,-0.4185179421783092,2.3952148870181658,2.0,2.596366858661941,3.0,0.4707535834480449,0.4401546380516361,0.7359326539654408,1.0
SELL,5,BULL,3,2256,197,0.012113502084494007,0.05039857534927083,0.08973744835706218,5.087734647357968,3.0659808072632186,5.7038190740022445,3.9462871814051725,1.6837695791993295,1.1037579507917783,-0.36536447015160217,-0.35609379301877464,2.398936170212766,2.0,2.589982269503546,3.0,0.47188769883506304,0.45596912196502865,0.7282801418439716,1.0
