SIDE,HORIZON_W,TARGET_METRIC,TARGET_VARIANT,FEATURE_SET,MODEL,FOLD,TRAIN_N,TEST_N,N_FEATURES,TRAIN_END,TEST_START,TEST_END,SPEARMAN,PEARSON,R2,MAE,RMSE,BASELINE_MAE,MAE_IMPROVEMENT_PCT
SELL,5,SPEED,COMPLETE,ALL,RF_V40_21,2,15786,9723,431,2023-11-24,2024-01-05,2024-12-27,0.10721687271474738,0.17065832307252482,0.022520482540130615,1.4033316373825073,2.0278026965394167,1.3267138304432526,-5.775006273482264
SELL,5,SPEED,COMPLETE,ALL,RF_V40_21,3,25509,9789,431,2024-11-22,2025-01-03,2025-12-26,0.08250156994547436,0.13321454106155686,0.004314899444580078,1.6891087293624878,2.471473157702585,1.566085584864225,-7.855454752105935
SELL,5,SPEED,COMPLETE,ALL,RF_V40_21,4,35270,5158,431,2025-11-21,2026-01-02,2026-07-03,0.17219364154179587,0.22775099680258648,0.0474398136138916,1.6768587827682495,2.3105531694031445,1.6546621568073387,-1.3414596973522999
SELL,8,SPEED,CONDITIONAL,TECH_PHASE,RF_V40_21,1,6499,5452,423,2023-02-03,2023-04-07,2023-12-29,0.09368178660239818,0.14696207111989246,-0.006295680999755859,1.1236404180526733,1.6107362342114808,1.1301823067723966,0.5788348198801456
SELL,8,SPEED,CONDITIONAL,TECH_PHASE,RF_V40_21,2,12088,7421,423,2023-11-03,2024-01-05,2024-12-27,0.20785737472478116,0.2234116135988497,0.04586184024810791,1.2111185789108276,1.8671523853016776,1.170297803768517,-3.488067311658813
SELL,8,SPEED,CONDITIONAL,TECH_PHASE,RF_V40_21,3,19272,7292,423,2024-11-01,2025-01-03,2025-12-26,0.22295583380056033,0.22096299985004694,0.04028671979904175,1.5228394269943237,2.3971070815108555,1.5161366131290084,-0.4420982784316551
SELL,8,SPEED,CONDITIONAL,TECH_PHASE,RF_V40_21,4,26656,3973,423,2025-10-31,2026-01-02,2026-07-03,0.25057211384731426,0.26602467721400114,0.06291866302490234,1.3994909524917603,2.0096999028825167,1.4217406364162544,1.564960820180137
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_STRENGTH,RF_V40_21,1,6499,5452,428,2023-02-03,2023-04-07,2023-12-29,0.0905618641986636,0.145307278497798,-0.006876945495605469,1.1237422227859497,1.6112013148490898,1.1301823067723966,0.5698270047102989
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_STRENGTH,RF_V40_21,2,12088,7421,428,2023-11-03,2024-01-05,2024-12-27,0.20432358145230195,0.22506634472563092,0.047112464904785156,1.2102872133255005,1.8659283849787116,1.170297803768517,-3.417028505754022
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_STRENGTH,RF_V40_21,3,19272,7292,428,2024-11-01,2025-01-03,2025-12-26,0.22867005814386876,0.22627311999388575,0.04333001375198364,1.5206098556518555,2.3933032622436126,1.5161366131290084,-0.2950421805074144
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_STRENGTH,RF_V40_21,4,26656,3973,428,2025-10-31,2026-01-02,2026-07-03,0.24962621788883446,0.2670298086892382,0.06385821104049683,1.4008184671401978,2.008692092298214,1.4217406364162544,1.4715883291339686
SELL,8,SPEED,CONDITIONAL,TECH_PHASE_REVERSAL,RF_V40_21,1,6499,5452,426,2023-02-03,2023-04-07,2023-12-29,0.09380996298987183,0.14651683987738348,-0.004930377006530762,1.12087881565094,1.6096431175516352,1.1301823067723966,0.8231849911034107
